record_date,month_year,customer_id,region,plan_name,subscription_status,invoiced_amount,paid_amount,is_zombie_invoice,is_ghost_subscriber,leakage_amount,status_label
2024-02-01,2024-02,1162,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1163,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1164,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1165,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1166,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1167,West,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1168,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1169,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1170,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1171,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1172,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1173,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1174,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1176,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1177,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1178,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1179,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1180,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1181,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1182,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1183,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1184,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1185,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1186,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1187,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1188,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1189,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1190,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1191,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1192,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1193,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1194,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1195,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1196,South,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1197,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1198,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1199,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1200,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1201,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1202,West,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1203,East,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1204,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1205,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1206,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1207,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1208,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1209,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1210,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1211,East,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1212,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1213,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1214,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1215,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1216,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1217,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1218,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1219,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1220,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1221,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1222,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1223,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1224,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1225,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1226,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1227,North,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1228,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1229,North,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1230,North,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1231,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1232,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1233,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1234,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1235,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1236,West,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1237,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1238,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1239,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1240,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1241,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1242,East,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1243,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1244,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1245,East,Basic,Active,10.00,9.32,0,0,0.68,"Partial Payment"
2024-02-01,2024-02,1246,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1247,North,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1248,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1249,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1250,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1251,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1252,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1253,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1254,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1255,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1256,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1257,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1258,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1259,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1260,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1261,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1262,South,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1263,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1264,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1265,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1266,South,Basic,Active,10.00,9.83,0,0,0.17,"Partial Payment"
2024-02-01,2024-02,1267,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1268,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1269,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1270,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1271,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1272,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1273,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1274,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1275,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1276,West,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1277,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1278,South,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1279,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1280,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1281,West,Pro,Active,50.00,45.25,0,0,4.75,"Partial Payment"
2024-02-01,2024-02,1282,West,Pro,Active,50.00,45.70,0,0,4.30,"Partial Payment"
2024-02-01,2024-02,1283,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1284,East,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1285,South,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1287,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1288,North,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1289,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1290,West,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1291,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1292,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1293,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1294,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1295,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1296,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1297,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1298,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1299,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1300,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1301,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1302,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1303,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1304,South,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1305,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1306,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1307,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1308,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1309,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1310,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1311,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1312,East,Enterprise,Active,200.00,187.81,0,0,12.19,"Partial Payment"
2024-02-01,2024-02,1313,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1314,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1315,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1316,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1317,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1318,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1319,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1320,South,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1321,West,Pro,Active,50.00,0.00,1,0,50.00,"Unpaid Invoice"
2024-02-01,2024-02,1322,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1323,West,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1324,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1325,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1326,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1327,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1328,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1329,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1330,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1331,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1332,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1333,West,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1334,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1335,South,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1336,West,Enterprise,Cancelled,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1337,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1338,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1339,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1340,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1341,East,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1342,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1343,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1344,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1346,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1347,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1348,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1349,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1350,East,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1351,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1353,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1354,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1355,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1356,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1357,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1358,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1359,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1360,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1361,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1362,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1363,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1364,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1365,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1366,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1367,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1368,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1369,East,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1370,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1371,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1372,West,Pro,Active,50.00,49.41,0,0,0.59,"Partial Payment"
2024-02-01,2024-02,1373,South,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1374,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1376,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1377,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1378,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1379,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1381,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1382,South,Pro,Cancelled,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1383,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1384,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1385,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1386,West,Basic,Active,10.00,9.28,0,0,0.72,"Partial Payment"
2024-02-01,2024-02,1387,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1388,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1389,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1390,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1392,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1393,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1394,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1395,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1396,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1397,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1398,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1399,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1400,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1401,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1402,West,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1404,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1405,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1406,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1407,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1408,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1409,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1410,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1411,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1412,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1413,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1414,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1415,East,Basic,Cancelled,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1416,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1417,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1418,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1419,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1420,South,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1421,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1422,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1423,South,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1424,East,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1425,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1426,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1427,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1428,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1429,North,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1430,West,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1431,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1432,South,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1433,North,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1434,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1435,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1436,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1437,West,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1438,West,Pro,Active,50.00,0.00,1,0,50.00,"Unpaid Invoice"
2024-02-01,2024-02,1439,East,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1440,East,Pro,Active,50.00,50.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1441,North,Basic,Active,10.00,10.00,0,0,0.00,"Clean Transaction"
2024-02-01,2024-02,1442,West,Enterprise,Active,200.00,200.00,0,0,0.00,"Clean Transaction"
