payment_id,invoice_id,payment_date,amount_paid
23004,13068,2024-04-13,50.0
23005,13069,2024-04-04,10.0
23006,13070,2024-04-15,10.0
23007,13071,2024-04-10,200.0
23008,13072,2024-04-03,10.0
23009,13073,2024-04-03,200.0
23010,13074,2024-04-13,200.0
23011,13075,2024-04-08,50.0
23012,13076,2024-04-02,50.0
23013,13077,2024-04-01,10.0
23014,13078,2024-04-15,50.0
23015,13079,2024-04-07,50.0
23016,13080,2024-04-10,200.0
23017,13081,2024-04-11,200.0
23018,13082,2024-04-18,10.0
23019,13083,2024-04-16,50.0
23020,13084,2024-04-06,200.0
23021,13085,2024-04-12,50.0
23022,13086,2024-04-12,50.0
23023,13087,2024-04-06,10.0
23024,13088,2024-04-09,200.0
23025,13089,2024-04-04,10.0
23026,13090,2024-04-13,10.0
23027,13091,2024-04-18,50.0
23028,13092,2024-04-10,10.0
23029,13093,2024-04-02,50.0
23030,13094,2024-04-16,50.0
23031,13095,2024-04-13,50.0
23032,13096,2024-04-01,50.0
23033,13097,2024-04-15,50.0
23034,13098,2024-04-14,50.0
23035,13099,2024-04-13,10.0
23036,13100,2024-04-13,10.0
23037,13101,2024-04-19,50.0
23038,13102,2024-04-13,50.0
23039,13103,2024-04-16,45.58
23040,13104,2024-04-19,10.0
23041,13105,2024-04-09,50.0
23042,13106,2024-04-09,10.0
23043,13107,2024-04-18,10.0
23044,13108,2024-04-09,10.0
23045,13109,2024-04-04,50.0
23046,13110,2024-04-08,10.0
23047,13111,2024-04-09,10.0
23048,13112,2024-04-06,50.0
23049,13113,2024-04-19,50.0
23050,13114,2024-04-18,10.0
23051,13115,2024-04-15,10.0
23052,13116,2024-04-11,200.0
23053,13117,2024-04-20,200.0
23054,13118,2024-04-10,200.0
23055,13119,2024-04-13,50.0
23056,13120,2024-04-08,48.99
23057,13121,2024-04-06,200.0
23058,13122,2024-04-07,50.0
23059,13123,2024-04-14,10.0
23060,13124,2024-04-05,10.0
23061,13125,2024-04-12,50.0
23062,13126,2024-04-06,200.0
23063,13127,2024-04-12,200.0
23064,13128,2024-04-16,10.0
23065,13129,2024-04-14,200.0
23066,13130,2024-04-18,50.0
23067,13131,2024-04-15,200.0
23068,13132,2024-04-16,10.0
23069,13133,2024-04-15,10.0
23070,13134,2024-04-13,200.0
23071,13135,2024-04-16,10.0
23072,13136,2024-04-13,200.0
23073,13137,2024-04-09,10.0
23074,13138,2024-04-03,50.0
23075,13139,2024-04-18,10.0
23076,13140,2024-04-15,200.0
23077,13141,2024-04-20,50.0
23078,13142,2024-04-04,10.0
23079,13143,2024-04-13,200.0
23080,13144,2024-04-07,50.0
23081,13145,2024-04-05,50.0
23082,13146,2024-04-18,200.0
23083,13147,2024-04-14,10.0
23084,13148,2024-04-13,10.0
23085,13149,2024-04-16,50.0
23086,13150,2024-04-20,50.0
23087,13151,2024-04-05,10.0
23088,13152,2024-04-20,200.0
23089,13153,2024-04-02,10.0
23090,13154,2024-04-15,200.0
23091,13155,2024-04-08,10.0
23092,13156,2024-04-18,10.0
23093,13157,2024-04-05,50.0
23094,13158,2024-04-07,10.0
23095,13159,2024-04-12,10.0
23096,13160,2024-04-06,200.0
23097,13161,2024-04-15,50.0
23098,13162,2024-04-11,200.0
23099,13163,2024-04-07,10.0
23100,13164,2024-04-09,200.0
23101,13165,2024-04-08,200.0
23102,13166,2024-04-04,10.0
23103,13167,2024-04-03,50.0
23104,13168,2024-04-19,45.69
23105,13169,2024-04-14,200.0
23106,13170,2024-04-11,9.66
23107,13171,2024-04-14,200.0
23108,13172,2024-04-04,10.0
23109,13173,2024-04-09,10.0
23110,13174,2024-04-19,200.0
23111,13175,2024-04-05,10.0
23112,13176,2024-04-12,50.0
23113,13177,2024-04-18,10.0
23114,13178,2024-04-17,50.0
23115,13179,2024-04-20,200.0
23116,13180,2024-04-08,50.0
23117,13181,2024-04-01,10.0
23118,13182,2024-04-20,50.0
23119,13183,2024-04-03,200.0
23120,13184,2024-04-09,200.0
23121,13185,2024-04-07,200.0
23122,13186,2024-04-10,10.0
23123,13187,2024-04-13,10.0
23124,13188,2024-04-09,10.0
23125,13189,2024-04-19,200.0
23126,13190,2024-04-01,10.0
23127,13191,2024-04-03,200.0
23128,13192,2024-04-16,50.0
23129,13193,2024-04-17,50.0
23130,13194,2024-04-01,200.0
23131,13195,2024-04-01,10.0
23132,13196,2024-04-16,200.0
23133,13197,2024-04-12,50.0
23134,13198,2024-04-20,50.0
23135,13199,2024-04-12,200.0
23136,13200,2024-04-08,48.46
23137,13201,2024-04-14,50.0
23138,13203,2024-04-20,50.0
23139,13204,2024-04-03,50.0
23140,13205,2024-04-18,10.0
23141,13206,2024-04-06,10.0
23142,13207,2024-04-03,200.0
23143,13208,2024-04-08,10.0
23144,13209,2024-04-01,200.0
23145,13210,2024-04-20,50.0
23146,13211,2024-04-10,50.0
23147,13212,2024-04-20,10.0
23148,13213,2024-04-07,10.0
23149,13214,2024-04-01,10.0
23150,13215,2024-04-02,10.0
23151,13216,2024-04-13,10.0
23152,13217,2024-04-19,200.0
23153,13218,2024-04-11,10.0
23154,13219,2024-04-13,200.0
23155,13220,2024-04-06,10.0
23156,13221,2024-04-03,200.0
23157,13222,2024-04-13,9.74
23158,13223,2024-04-11,200.0
23159,13224,2024-04-04,50.0
23160,13225,2024-04-05,45.09
23161,13226,2024-04-06,10.0
23162,13227,2024-04-19,200.0
23163,13228,2024-04-17,200.0
23164,13229,2024-04-03,10.0
23165,13230,2024-04-15,50.0
23166,13231,2024-04-20,50.0
23167,13232,2024-04-01,10.0
23168,13233,2024-04-17,200.0
23169,13234,2024-04-08,10.0
23170,13235,2024-04-18,50.0
23171,13236,2024-04-01,50.0
23172,13237,2024-04-08,50.0
23173,13238,2024-04-09,50.0
23174,13239,2024-04-14,48.32
23175,13240,2024-04-04,200.0
23176,13241,2024-04-10,50.0
23177,13242,2024-04-18,200.0
23178,13243,2024-04-07,200.0
23179,13244,2024-04-15,50.0
23180,13245,2024-04-10,200.0
23181,13246,2024-04-09,50.0
23182,13247,2024-04-13,50.0
23183,13248,2024-04-07,200.0
23184,13249,2024-04-11,50.0
23185,13250,2024-04-17,200.0
23186,13251,2024-04-16,50.0
23187,13252,2024-04-09,10.0
23188,13253,2024-04-07,200.0
23189,13254,2024-04-18,10.0
23190,13255,2024-04-10,200.0
23191,13256,2024-04-09,50.0
23192,13257,2024-04-08,10.0
23193,13258,2024-04-10,50.0
23194,13259,2024-04-09,50.0
23195,13260,2024-04-15,10.0
23196,13261,2024-04-12,10.0
23197,13262,2024-04-18,50.0
23198,13263,2024-04-05,50.0
23199,13264,2024-04-16,10.0
23200,13265,2024-04-19,50.0
23201,13266,2024-04-12,50.0
23202,13267,2024-04-17,200.0
23203,13268,2024-04-03,10.0
23204,13269,2024-04-17,50.0
23205,13270,2024-04-04,50.0
23206,13271,2024-04-06,10.0
23207,13272,2024-04-18,10.0
23208,13273,2024-04-05,200.0
23209,13274,2024-04-04,50.0
23210,13275,2024-04-17,10.0
23211,13276,2024-04-05,10.0
23212,13277,2024-04-06,10.0
23213,13278,2024-04-01,50.0
23214,13279,2024-04-19,50.0
23215,13280,2024-04-18,50.0
23216,13281,2024-04-18,200.0
23217,13282,2024-04-09,50.0
23218,13283,2024-04-10,10.0
23219,13284,2024-04-17,10.0
23220,13285,2024-04-20,200.0
23221,13286,2024-04-20,50.0
23222,13287,2024-04-07,47.88
23223,13288,2024-04-08,50.0
23224,13289,2024-04-20,10.0
23225,13290,2024-04-02,50.0
23226,13291,2024-04-12,10.0
23227,13292,2024-04-16,200.0
23228,13293,2024-04-10,50.0
23229,13294,2024-04-04,200.0
23230,13295,2024-04-11,50.0
23231,13296,2024-04-02,50.0
23232,13297,2024-04-05,10.0
23233,13298,2024-04-12,10.0
23234,13299,2024-04-03,200.0
23235,13300,2024-04-17,10.0
23236,13301,2024-04-15,200.0
23237,13302,2024-04-20,10.0
23238,13303,2024-04-15,10.0
23239,13304,2024-04-15,10.0
23240,13305,2024-04-03,50.0
23241,13306,2024-04-06,10.0
23242,13307,2024-04-06,50.0
23243,13308,2024-04-09,10.0
23244,13309,2024-04-20,10.0
23245,13310,2024-04-05,200.0
23246,13311,2024-04-19,200.0
23247,13312,2024-04-08,10.0
23248,13313,2024-04-05,200.0
23249,13314,2024-04-07,50.0
23250,13315,2024-04-14,10.0
23251,13316,2024-04-03,200.0
23252,13317,2024-04-05,10.0
23253,13318,2024-04-07,50.0
23254,13319,2024-04-13,50.0
23255,13320,2024-04-19,50.0
23256,13321,2024-04-09,10.0
23257,13322,2024-04-13,10.0
23258,13323,2024-04-05,200.0
23259,13324,2024-04-19,50.0
23260,13325,2024-04-13,200.0
23261,13326,2024-04-19,200.0
23262,13327,2024-04-09,200.0
23263,13328,2024-04-17,10.0
23264,13329,2024-04-15,50.0
23265,13330,2024-04-16,200.0
23266,13331,2024-04-16,200.0
23267,13332,2024-04-15,50.0
23268,13333,2024-04-01,10.0
23269,13334,2024-04-20,50.0
23270,13335,2024-04-14,50.0
23271,13336,2024-04-14,200.0
23272,13337,2024-04-05,10.0
23273,13338,2024-04-13,50.0
23274,13339,2024-04-13,10.0
23275,13340,2024-04-20,10.0
23276,13341,2024-04-05,10.0
23277,13342,2024-04-19,50.0
23278,13343,2024-04-01,50.0
23279,13344,2024-04-03,10.0
23280,13345,2024-04-18,50.0
23281,13346,2024-04-03,200.0
23282,13347,2024-04-13,200.0
23283,13348,2024-04-14,200.0
23284,13349,2024-04-07,10.0
23285,13350,2024-04-11,10.0
23286,13351,2024-04-13,50.0
23287,13352,2024-04-05,200.0
23288,13353,2024-04-09,50.0
23289,13354,2024-04-03,10.0
23290,13355,2024-04-20,200.0
23291,13356,2024-04-03,200.0
23292,13357,2024-04-04,200.0
23293,13358,2024-04-18,50.0
23294,13359,2024-04-06,50.0
23295,13360,2024-04-12,10.0
23296,13361,2024-04-10,200.0
23297,13362,2024-04-07,200.0
23298,13363,2024-04-08,10.0
23299,13364,2024-04-04,10.0
23300,13365,2024-04-16,10.0
23301,13366,2024-04-06,200.0
23302,13367,2024-04-02,50.0
23303,13368,2024-04-19,50.0
23304,13369,2024-04-13,50.0
23305,13370,2024-04-06,50.0
23306,13371,2024-04-19,10.0
23307,13372,2024-04-12,10.0
23308,13373,2024-04-19,50.0
23309,13374,2024-04-19,10.0
23310,13375,2024-04-16,200.0
23311,13376,2024-04-07,200.0
23312,13377,2024-04-18,50.0
23313,13378,2024-04-05,10.0
23314,13379,2024-04-17,50.0
23315,13380,2024-04-02,10.0
23316,13381,2024-04-09,50.0
23317,13382,2024-04-14,50.0
23318,13383,2024-04-10,50.0
23319,13384,2024-04-19,50.0
23320,13385,2024-04-17,50.0
23321,13386,2024-04-09,50.0
23322,13387,2024-04-07,10.0
23323,13388,2024-04-13,200.0
23324,13389,2024-04-03,50.0
23325,13390,2024-04-12,50.0
23326,13391,2024-04-11,200.0
23327,13392,2024-04-20,10.0
23328,13393,2024-04-16,50.0
23329,13394,2024-04-03,50.0
23330,13395,2024-04-19,10.0
23331,13396,2024-04-12,200.0
23332,13397,2024-04-18,50.0
23333,13398,2024-04-10,200.0
23334,13399,2024-04-15,50.0
23335,13400,2024-04-11,10.0
23336,13401,2024-04-01,10.0
23337,13402,2024-04-18,50.0
23338,13403,2024-04-12,10.0
23339,13404,2024-04-11,200.0
23340,13405,2024-04-12,10.0
23341,13406,2024-04-12,10.0
23342,13407,2024-04-10,50.0
23343,13408,2024-04-07,200.0
23344,13410,2024-04-05,50.0
23345,13411,2024-04-03,10.0
23346,13412,2024-04-10,10.0
23347,13413,2024-04-14,10.0
23348,13414,2024-04-15,200.0
23349,13415,2024-04-19,200.0
23350,13416,2024-04-15,200.0
23351,13417,2024-04-17,50.0
23352,13418,2024-04-11,10.0
23353,13419,2024-04-09,200.0
23354,13420,2024-04-06,10.0
23355,13421,2024-04-13,10.0
23356,13422,2024-04-08,200.0
23357,13423,2024-04-02,50.0
23358,13424,2024-04-07,10.0
23359,13425,2024-04-07,10.0
23360,13426,2024-04-12,200.0
23361,13427,2024-04-12,10.0
23362,13428,2024-04-03,50.0
23363,13429,2024-04-03,10.0
23364,13430,2024-04-09,46.55
23365,13431,2024-04-08,10.0
23366,13432,2024-04-04,10.0
23367,13433,2024-04-13,10.0
23368,13434,2024-04-09,50.0
23369,13435,2024-04-04,200.0
23370,13436,2024-04-18,10.0
23371,13437,2024-04-17,10.0
23372,13438,2024-04-08,10.0
23373,13439,2024-04-03,200.0
23374,13440,2024-04-20,10.0
23375,13441,2024-04-14,46.97
23376,13442,2024-04-20,200.0
23377,13443,2024-04-15,200.0
23378,13444,2024-04-12,10.0
23379,13445,2024-04-05,50.0
23380,13446,2024-04-09,10.0
23381,13447,2024-04-02,10.0
23382,13448,2024-04-13,50.0
23383,13449,2024-04-07,50.0
23384,13450,2024-04-01,50.0
23385,13451,2024-04-16,10.0
23386,13453,2024-04-03,200.0
23387,13454,2024-04-12,50.0
23388,13455,2024-04-06,50.0
23389,13456,2024-04-16,50.0
23390,13457,2024-04-08,50.0
23391,13458,2024-04-19,200.0
23392,13459,2024-04-04,46.16
23393,13460,2024-04-09,10.0
23394,13461,2024-04-09,50.0
23395,13462,2024-04-03,50.0
23396,13463,2024-04-01,200.0
23397,13464,2024-04-04,50.0
23398,13465,2024-04-12,50.0
23399,13466,2024-04-03,10.0
23400,13467,2024-04-17,10.0
23401,13468,2024-04-08,10.0
23402,13469,2024-04-17,200.0
23403,13470,2024-04-13,10.0
23404,13471,2024-04-08,200.0
23405,13472,2024-04-17,181.41
23406,13473,2024-04-20,10.0
23407,13474,2024-04-03,200.0
23408,13475,2024-04-08,50.0
23409,13476,2024-04-09,10.0
23410,13477,2024-04-17,200.0
23411,13478,2024-04-08,10.0
23412,13479,2024-04-10,50.0
23413,13481,2024-04-16,50.0
23414,13482,2024-04-01,10.0
23415,13483,2024-04-12,200.0
23416,13484,2024-04-14,10.0
23417,13485,2024-04-16,10.0
23418,13486,2024-04-06,50.0
23419,13487,2024-04-12,47.86
23420,13488,2024-04-09,50.0
23421,13489,2024-04-19,10.0
23422,13490,2024-04-08,10.0
23423,13491,2024-04-14,10.0
23424,13492,2024-04-06,50.0
23425,13493,2024-04-05,50.0
23426,13494,2024-04-11,200.0
23427,13495,2024-04-05,50.0
23428,13496,2024-04-14,200.0
23429,13497,2024-04-12,50.0
23430,13498,2024-04-20,10.0
23431,13499,2024-04-14,10.0
23432,13500,2024-04-16,200.0
23433,13502,2024-04-19,200.0
23434,13503,2024-04-12,50.0
23435,13504,2024-04-01,10.0
23436,13505,2024-04-18,10.0
23437,13506,2024-04-05,50.0
23438,13507,2024-04-13,50.0
23439,13508,2024-04-01,50.0
23440,13509,2024-04-17,200.0
23441,13510,2024-04-18,10.0
23442,13511,2024-04-16,10.0
23443,13512,2024-04-18,50.0
23444,13513,2024-04-03,10.0
23445,13514,2024-04-09,50.0
23446,13515,2024-04-17,10.0
23447,13516,2024-04-05,50.0
23448,13517,2024-04-09,200.0
23449,13518,2024-04-18,50.0
23450,13519,2024-04-01,50.0
23451,13520,2024-04-19,10.0
23452,13521,2024-04-16,50.0
23453,13522,2024-04-16,10.0
23454,13523,2024-04-16,200.0
23455,13524,2024-04-10,200.0
23456,13525,2024-04-07,200.0
23457,13526,2024-04-03,50.0
23458,13527,2024-04-05,10.0
23459,13528,2024-04-15,200.0
23460,13529,2024-04-06,10.0
23461,13530,2024-04-04,9.18
23462,13531,2024-04-20,200.0
23463,13532,2024-04-05,200.0
23464,13533,2024-04-19,10.0
23465,13534,2024-04-09,50.0
23466,13535,2024-04-20,10.0
23467,13536,2024-04-04,50.0
23468,13537,2024-04-17,50.0
23469,13538,2024-04-04,10.0
23470,13539,2024-04-12,200.0
23471,13540,2024-04-12,200.0
23472,13541,2024-04-01,50.0
23473,13542,2024-04-07,10.0
23474,13543,2024-04-13,50.0
23475,13544,2024-04-01,50.0
23476,13545,2024-04-02,10.0
23477,13546,2024-04-05,50.0
23478,13547,2024-04-11,50.0
23479,13548,2024-04-08,50.0
23480,13549,2024-04-10,10.0
23481,13550,2024-04-01,50.0
23482,13551,2024-04-14,10.0
23483,13552,2024-04-14,200.0
23484,13553,2024-04-16,50.0
23485,13554,2024-04-16,10.0
23486,13555,2024-04-06,200.0
23487,13557,2024-04-02,50.0
23488,13558,2024-04-18,200.0
23489,13559,2024-04-20,200.0
23490,13560,2024-04-10,10.0
23491,13561,2024-04-12,200.0
23492,13562,2024-04-04,50.0
23493,13563,2024-04-18,200.0
23494,13564,2024-04-02,10.0
23495,13565,2024-04-04,50.0
23496,13566,2024-04-08,50.0
23497,13567,2024-04-20,200.0
23498,13568,2024-04-06,10.0
23499,13569,2024-04-18,200.0
23500,13570,2024-04-15,50.0
23501,13571,2024-04-14,10.0
23502,13572,2024-04-04,10.0
23503,13573,2024-04-08,50.0
23504,13574,2024-04-03,50.0
23505,13575,2024-04-13,200.0
23506,13576,2024-04-10,200.0
23507,13577,2024-04-13,10.0
23508,13578,2024-04-19,50.0
23509,13579,2024-04-05,200.0
23510,13580,2024-04-09,50.0
23511,13581,2024-04-20,200.0
23512,13582,2024-04-18,10.0
23513,13583,2024-04-07,50.0
23514,13584,2024-04-09,200.0
23515,13585,2024-04-17,50.0
23516,13586,2024-04-10,10.0
23517,13587,2024-04-19,9.12
23518,13588,2024-04-08,10.0
23519,13589,2024-04-15,200.0
23520,13590,2024-04-11,50.0
23521,13591,2024-04-15,10.0
23522,13592,2024-04-01,200.0
23523,13593,2024-04-03,10.0
23524,13594,2024-04-16,50.0
23525,13595,2024-04-03,10.0
23526,13596,2024-04-15,200.0
23527,13597,2024-04-04,10.0
23528,13598,2024-04-08,10.0
23529,13599,2024-04-09,200.0
23530,13600,2024-04-01,10.0
23531,13601,2024-04-07,10.0
23532,13602,2024-04-19,10.0
23533,13603,2024-04-04,200.0
23534,13604,2024-04-06,200.0
23535,13605,2024-04-14,50.0
23536,13606,2024-04-02,10.0
23537,13607,2024-04-08,200.0
23538,13608,2024-04-20,10.0
23539,13609,2024-04-13,10.0
23540,13610,2024-04-16,10.0
23541,13611,2024-04-06,10.0
23542,13612,2024-04-07,200.0
23543,13613,2024-04-15,10.0
23544,13614,2024-04-20,200.0
23545,13615,2024-04-05,50.0
23546,13616,2024-04-14,200.0
23547,13617,2024-04-10,50.0
23548,13619,2024-04-15,200.0
23549,13620,2024-04-19,50.0
23550,13621,2024-04-15,50.0
23551,13622,2024-04-09,50.0
23552,13623,2024-04-05,10.0
23553,13624,2024-04-17,50.0
23554,13625,2024-04-12,10.0
23555,13626,2024-04-18,50.0
23556,13627,2024-04-18,50.0
23557,13628,2024-04-12,10.0
23558,13629,2024-04-02,10.0
23559,13630,2024-04-01,50.0
23560,13631,2024-04-20,200.0
23561,13632,2024-04-15,50.0
23562,13633,2024-04-06,50.0
23563,13634,2024-04-19,50.0
23564,13635,2024-04-14,10.0
23565,13636,2024-04-16,10.0
23566,13637,2024-04-03,10.0
23567,13638,2024-04-16,200.0
23568,13639,2024-04-01,10.0
23569,13640,2024-04-05,10.0
23570,13641,2024-04-14,9.01
23571,13642,2024-04-15,10.0
23572,13643,2024-04-19,50.0
23573,13644,2024-04-08,200.0
23574,13645,2024-04-10,200.0
23575,13646,2024-04-18,50.0
23576,13647,2024-04-05,50.0
23577,13648,2024-04-14,50.0
23578,13649,2024-04-08,10.0
23579,13650,2024-04-12,10.0
23580,13651,2024-04-18,200.0
23581,13652,2024-04-12,200.0
23582,13653,2024-04-05,200.0
23583,13654,2024-04-20,50.0
23584,13655,2024-04-11,10.0
23585,13656,2024-04-07,50.0
23586,13657,2024-04-15,10.0
23587,13658,2024-04-16,10.0
23588,13659,2024-04-13,10.0
23589,13660,2024-04-05,200.0
23590,13661,2024-04-02,10.0
23591,13662,2024-04-04,200.0
23592,13663,2024-04-09,10.0
23593,13664,2024-04-18,50.0
23594,13665,2024-04-10,200.0
23595,13666,2024-04-16,200.0
23596,13667,2024-04-12,50.0
23597,13668,2024-04-03,200.0
23598,13669,2024-04-19,10.0
23599,13670,2024-04-03,10.0
23600,13671,2024-04-15,50.0
23601,13672,2024-04-16,200.0
23602,13673,2024-04-15,10.0
23603,13674,2024-04-14,50.0
23604,13675,2024-04-11,50.0
23605,13676,2024-04-03,10.0
23606,13677,2024-04-14,200.0
23607,13678,2024-04-09,50.0
23608,13679,2024-04-02,200.0
23609,13680,2024-04-14,200.0
23610,13681,2024-04-13,200.0
23611,13682,2024-04-14,10.0
23612,13683,2024-04-07,50.0
23613,13684,2024-04-10,200.0
23614,13685,2024-04-14,10.0
23615,13686,2024-04-18,50.0
23616,13687,2024-04-15,200.0
23617,13688,2024-04-15,50.0
23618,13689,2024-04-08,200.0
23619,13690,2024-04-03,200.0
23620,13691,2024-04-12,200.0
23621,13692,2024-04-08,200.0
23622,13693,2024-04-02,10.0
23623,13694,2024-04-03,200.0
23624,13695,2024-04-08,50.0
23625,13696,2024-04-17,50.0
23626,13697,2024-04-06,10.0
23627,13698,2024-04-17,50.0
23628,13699,2024-04-01,200.0
23629,13701,2024-04-05,47.11
23630,13702,2024-04-10,200.0
23631,13703,2024-04-15,10.0
23632,13704,2024-04-04,10.0
23633,13705,2024-04-09,50.0
23634,13706,2024-04-06,50.0
23635,13707,2024-04-06,200.0
23636,13708,2024-04-04,10.0
23637,13709,2024-04-12,200.0
23638,13710,2024-04-02,200.0
23639,13711,2024-04-05,200.0
23640,13712,2024-04-12,200.0
23641,13713,2024-04-19,200.0
23642,13714,2024-04-09,10.0
23643,13715,2024-04-19,50.0
23644,13716,2024-04-01,50.0
23645,13717,2024-04-07,50.0
23646,13718,2024-04-17,50.0
23647,13719,2024-04-19,50.0
23648,13720,2024-04-02,200.0
23649,13721,2024-04-03,50.0
23650,13722,2024-04-18,10.0
23651,13723,2024-04-17,10.0
23652,13724,2024-04-09,10.0
23653,13725,2024-04-04,200.0
23654,13726,2024-04-20,50.0
23655,13727,2024-04-10,50.0
23656,13728,2024-04-13,200.0
23657,13729,2024-04-16,200.0
23658,13730,2024-04-10,50.0
23659,13731,2024-04-14,200.0
23660,13732,2024-04-07,10.0
23661,13733,2024-04-01,50.0
23662,13734,2024-04-10,50.0
23663,13735,2024-04-17,200.0
23664,13736,2024-04-06,200.0
23665,13737,2024-04-07,50.0
23666,13738,2024-04-02,10.0
23667,13739,2024-04-14,10.0
23668,13740,2024-04-05,10.0
23669,13741,2024-04-01,200.0
23670,13742,2024-04-18,200.0
23671,13743,2024-04-17,50.0
23672,13744,2024-04-10,50.0
23673,13745,2024-04-17,50.0
23674,13746,2024-04-14,50.0
23675,13747,2024-04-05,50.0
23676,13748,2024-04-10,10.0
23677,13749,2024-04-04,50.0
23678,13750,2024-04-09,50.0
23679,13751,2024-04-19,50.0
23680,13752,2024-04-05,10.0
23681,13753,2024-04-06,10.0
23682,13754,2024-04-06,50.0
23683,13755,2024-04-13,50.0
23684,13756,2024-04-20,10.0
23685,13758,2024-04-19,10.0
23686,13759,2024-04-15,50.0
23687,13760,2024-04-01,50.0
23688,13761,2024-04-11,200.0
23689,13762,2024-04-12,200.0
23690,13763,2024-04-03,200.0
23691,13764,2024-04-19,200.0
23692,13765,2024-04-06,200.0
23693,13766,2024-04-06,200.0
23694,13768,2024-04-02,200.0
23695,13769,2024-04-16,10.0
23696,13770,2024-04-06,200.0
23697,13771,2024-04-18,200.0
23698,13772,2024-04-19,50.0
23699,13773,2024-04-06,200.0
23700,13774,2024-04-04,10.0
23701,13775,2024-04-10,10.0
23702,13776,2024-04-13,50.0
23703,13777,2024-04-07,10.0
23704,13778,2024-04-14,200.0
23705,13779,2024-04-06,50.0
23706,13780,2024-04-04,50.0
23707,13781,2024-04-15,10.0
23708,13782,2024-04-10,50.0
23709,13783,2024-04-20,10.0
23710,13784,2024-04-04,50.0
23711,13785,2024-04-01,10.0
23712,13786,2024-04-16,10.0
23713,13787,2024-04-05,10.0
23714,13788,2024-04-03,50.0
23715,13789,2024-04-10,9.77
23716,13790,2024-04-14,200.0
23717,13791,2024-04-19,50.0
23718,13792,2024-04-17,200.0
23719,13793,2024-04-17,200.0
23720,13794,2024-04-09,200.0
23721,13795,2024-04-13,50.0
23722,13796,2024-04-14,200.0
23723,13797,2024-04-05,10.0
23724,13798,2024-04-11,50.0
23725,13799,2024-04-17,200.0
23726,13800,2024-04-05,50.0
23727,13801,2024-04-10,200.0
23728,13802,2024-04-18,10.0
23729,13803,2024-04-17,50.0
23730,13804,2024-04-13,50.0
23731,13805,2024-04-14,50.0
23732,13806,2024-04-13,10.0
23733,13807,2024-04-10,200.0
23734,13808,2024-04-13,10.0
23735,13809,2024-04-10,200.0
23736,13810,2024-04-02,10.0
23737,13811,2024-04-07,50.0
23738,13812,2024-04-07,10.0
23739,13813,2024-04-09,50.0
23740,13814,2024-04-06,10.0
23741,13815,2024-04-04,50.0
23742,13816,2024-04-08,200.0
23743,13818,2024-04-09,50.0
23744,13819,2024-04-15,50.0
23745,13820,2024-04-08,50.0
23746,13821,2024-04-10,10.0
23747,13822,2024-04-09,200.0
23748,13823,2024-04-14,200.0
23749,13824,2024-04-13,200.0
23750,13825,2024-04-13,10.0
23751,13826,2024-04-13,200.0
23752,13827,2024-04-04,200.0
23753,13828,2024-04-07,200.0
23754,13829,2024-04-10,50.0
23755,13830,2024-04-03,200.0
23756,13831,2024-04-17,10.0
23757,13832,2024-04-10,50.0
23758,13833,2024-04-03,50.0
23759,13834,2024-04-09,200.0
23760,13835,2024-04-08,50.0
23761,13836,2024-04-12,10.0
23762,13837,2024-04-15,50.0
23763,13838,2024-04-19,191.36
23764,13839,2024-04-01,10.0
23765,13840,2024-04-07,10.0
23766,13841,2024-04-20,50.0
23767,13842,2024-04-05,200.0
23768,13843,2024-04-13,200.0
23769,13844,2024-04-12,200.0
23770,13845,2024-04-20,200.0
23771,13846,2024-04-14,10.0
23772,13847,2024-04-09,10.0
23773,13848,2024-04-15,50.0
23774,13849,2024-04-04,50.0
23775,13850,2024-04-11,10.0
23776,13851,2024-04-11,50.0
23777,13852,2024-04-13,200.0
23778,13853,2024-04-11,50.0
23779,13854,2024-04-20,200.0
23780,13855,2024-04-09,50.0
23781,13856,2024-04-02,50.0
23782,13857,2024-04-01,200.0
23783,13858,2024-04-06,10.0
23784,13859,2024-04-05,200.0
23785,13860,2024-04-19,10.0
23786,13861,2024-04-14,200.0
23787,13862,2024-04-03,200.0
23788,13863,2024-04-18,200.0
23789,13864,2024-04-20,10.0
23790,13865,2024-04-12,200.0
23791,13866,2024-04-09,200.0
23792,13867,2024-04-01,200.0
23793,13868,2024-04-09,10.0
23794,13869,2024-04-16,50.0
23795,13870,2024-04-09,200.0
23796,13871,2024-04-01,10.0
23797,13872,2024-04-06,200.0
23798,13873,2024-04-05,50.0
23799,13874,2024-04-16,10.0
23800,13875,2024-04-14,50.0
23801,13876,2024-04-09,200.0
23802,13877,2024-04-13,200.0
23803,13878,2024-04-20,200.0
23804,13879,2024-04-15,10.0
23805,13880,2024-04-09,10.0
23806,13881,2024-04-05,50.0
23807,13882,2024-04-04,200.0
23808,13883,2024-04-10,200.0
23809,13884,2024-04-18,200.0
23810,13885,2024-04-06,10.0
23811,13886,2024-04-01,200.0
23812,13887,2024-04-04,10.0
23813,13888,2024-04-18,200.0
23814,13889,2024-04-09,10.0
23815,13890,2024-04-14,10.0
23816,13891,2024-04-09,50.0
23817,13892,2024-04-07,10.0
23818,13893,2024-04-17,10.0
23819,13894,2024-04-15,10.0
23820,13895,2024-04-15,10.0
23821,13896,2024-04-17,50.0
23822,13897,2024-04-08,50.0
23823,13898,2024-05-02,10.0
23824,13899,2024-05-06,10.0
23825,13900,2024-05-01,10.0
