invoice_id,sub_id,invoice_date,due_date,amount
12672,5731,2024-03-01,2024-03-15,10.0
12673,5732,2024-03-01,2024-03-15,10.0
12674,5733,2024-03-01,2024-03-15,10.0
12675,5734,2024-03-01,2024-03-15,10.0
12676,5735,2024-03-01,2024-03-15,50.0
12677,5736,2024-03-01,2024-03-15,200.0
12678,5737,2024-03-01,2024-03-15,200.0
12679,5738,2024-03-01,2024-03-15,50.0
12680,5739,2024-03-01,2024-03-15,50.0
12681,5740,2024-03-01,2024-03-15,50.0
12682,5741,2024-03-01,2024-03-15,10.0
12683,5742,2024-03-01,2024-03-15,10.0
12684,5743,2024-03-01,2024-03-15,200.0
12685,5744,2024-03-01,2024-03-15,200.0
12686,5745,2024-03-01,2024-03-15,200.0
12687,5746,2024-03-01,2024-03-15,50.0
12688,5747,2024-03-01,2024-03-15,10.0
12689,5748,2024-03-01,2024-03-15,50.0
12690,5749,2024-03-01,2024-03-15,10.0
12691,5750,2024-03-01,2024-03-15,10.0
12692,5751,2024-03-01,2024-03-15,50.0
12693,5752,2024-03-01,2024-03-15,10.0
12694,5753,2024-03-01,2024-03-15,200.0
12695,5754,2024-03-01,2024-03-15,10.0
12696,5755,2024-03-01,2024-03-15,200.0
12697,5756,2024-03-01,2024-03-15,10.0
12698,5757,2024-03-01,2024-03-15,50.0
12699,5758,2024-03-01,2024-03-15,200.0
12700,5759,2024-03-01,2024-03-15,200.0
12701,5760,2024-03-01,2024-03-15,50.0
12702,5761,2024-03-01,2024-03-15,200.0
12703,5762,2024-03-01,2024-03-15,10.0
12704,5763,2024-03-01,2024-03-15,10.0
12705,5764,2024-03-01,2024-03-15,200.0
12706,5765,2024-03-01,2024-03-15,50.0
12707,5766,2024-03-01,2024-03-15,200.0
12708,5767,2024-03-01,2024-03-15,10.0
12709,5768,2024-03-01,2024-03-15,50.0
12710,5769,2024-03-01,2024-03-15,50.0
12711,5770,2024-03-01,2024-03-15,10.0
12712,5771,2024-03-01,2024-03-15,200.0
12713,5772,2024-03-01,2024-03-15,50.0
12714,5773,2024-03-01,2024-03-15,200.0
12715,5774,2024-03-01,2024-03-15,200.0
12716,5775,2024-03-01,2024-03-15,200.0
12717,5776,2024-03-01,2024-03-15,10.0
12718,5778,2024-03-01,2024-03-15,200.0
12719,5779,2024-03-01,2024-03-15,10.0
12720,5780,2024-03-01,2024-03-15,200.0
12721,5781,2024-03-01,2024-03-15,10.0
12722,5782,2024-03-01,2024-03-15,10.0
12723,5783,2024-03-01,2024-03-15,50.0
12724,5784,2024-03-01,2024-03-15,200.0
12725,5785,2024-03-01,2024-03-15,50.0
12726,5786,2024-03-01,2024-03-15,200.0
12727,5787,2024-03-01,2024-03-15,200.0
12728,5788,2024-03-01,2024-03-15,200.0
12729,5789,2024-03-01,2024-03-15,200.0
12730,5790,2024-03-01,2024-03-15,10.0
12731,5791,2024-03-01,2024-03-15,200.0
12732,5792,2024-03-01,2024-03-15,50.0
12733,5793,2024-03-01,2024-03-15,50.0
12734,5794,2024-03-01,2024-03-15,10.0
12735,5795,2024-03-01,2024-03-15,50.0
12736,5796,2024-03-01,2024-03-15,200.0
12737,5797,2024-03-01,2024-03-15,50.0
12738,5798,2024-03-01,2024-03-15,50.0
12739,5799,2024-03-01,2024-03-15,200.0
12740,5800,2024-03-01,2024-03-15,10.0
12741,5802,2024-03-01,2024-03-15,50.0
12742,5803,2024-03-01,2024-03-15,50.0
12743,5804,2024-03-01,2024-03-15,200.0
12744,5805,2024-03-01,2024-03-15,10.0
12745,5806,2024-03-01,2024-03-15,200.0
12746,5807,2024-03-01,2024-03-15,200.0
12747,5808,2024-03-01,2024-03-15,200.0
12748,5809,2024-03-01,2024-03-15,200.0
12749,5810,2024-03-01,2024-03-15,200.0
12750,5811,2024-03-01,2024-03-15,10.0
12751,5812,2024-03-01,2024-03-15,50.0
12752,5813,2024-03-01,2024-03-15,50.0
12753,5814,2024-03-01,2024-03-15,50.0
12754,5815,2024-03-01,2024-03-15,50.0
12755,5816,2024-03-01,2024-03-15,50.0
12756,5817,2024-03-01,2024-03-15,200.0
12757,5818,2024-03-01,2024-03-15,50.0
12758,5821,2024-03-01,2024-03-15,10.0
12759,5822,2024-03-01,2024-03-15,10.0
12760,5823,2024-03-01,2024-03-15,200.0
12761,5824,2024-03-01,2024-03-15,50.0
12762,5825,2024-03-01,2024-03-15,50.0
12763,5826,2024-03-01,2024-03-15,200.0
12764,5827,2024-03-01,2024-03-15,200.0
12765,5828,2024-03-01,2024-03-15,50.0
12766,5829,2024-03-01,2024-03-15,200.0
12767,5830,2024-03-01,2024-03-15,10.0
12768,5831,2024-03-01,2024-03-15,50.0
12769,5832,2024-03-01,2024-03-15,50.0
12770,5833,2024-03-01,2024-03-15,200.0
12771,5834,2024-03-01,2024-03-15,200.0
12772,5835,2024-03-01,2024-03-15,50.0
12773,5836,2024-03-01,2024-03-15,10.0
12774,5837,2024-03-01,2024-03-15,10.0
12775,5838,2024-03-01,2024-03-15,10.0
12776,5839,2024-03-01,2024-03-15,200.0
12777,5840,2024-03-01,2024-03-15,200.0
12778,5841,2024-03-01,2024-03-15,50.0
12779,5842,2024-03-01,2024-03-15,50.0
12780,5843,2024-03-01,2024-03-15,50.0
12781,5844,2024-03-01,2024-03-15,50.0
12782,5845,2024-03-01,2024-03-15,50.0
12783,5846,2024-03-01,2024-03-15,10.0
12784,5847,2024-03-01,2024-03-15,50.0
12785,5848,2024-03-01,2024-03-15,50.0
12786,5849,2024-03-01,2024-03-15,50.0
12787,5850,2024-03-01,2024-03-15,10.0
12788,5851,2024-03-01,2024-03-15,10.0
12789,5852,2024-03-01,2024-03-15,50.0
12790,5853,2024-03-01,2024-03-15,50.0
12791,5854,2024-03-01,2024-03-15,10.0
12792,5855,2024-03-01,2024-03-15,10.0
12793,5856,2024-03-01,2024-03-15,10.0
12794,5857,2024-03-01,2024-03-15,50.0
12795,5858,2024-03-01,2024-03-15,50.0
12796,5859,2024-03-01,2024-03-15,200.0
12797,5860,2024-03-01,2024-03-15,200.0
12798,5861,2024-03-01,2024-03-15,200.0
12799,5862,2024-03-01,2024-03-15,200.0
12800,5863,2024-03-01,2024-03-15,200.0
12801,5864,2024-03-01,2024-03-15,200.0
12802,5865,2024-03-01,2024-03-15,50.0
12803,5866,2024-03-01,2024-03-15,200.0
12804,5867,2024-03-01,2024-03-15,10.0
12805,5868,2024-03-01,2024-03-15,200.0
12806,5869,2024-03-01,2024-03-15,200.0
12807,5870,2024-03-01,2024-03-15,50.0
12808,5871,2024-03-01,2024-03-15,200.0
12809,5872,2024-03-01,2024-03-15,10.0
12810,5873,2024-03-01,2024-03-15,10.0
12811,5874,2024-03-01,2024-03-15,50.0
12812,5875,2024-03-01,2024-03-15,10.0
12813,5876,2024-03-01,2024-03-15,200.0
12814,5877,2024-03-01,2024-03-15,50.0
12815,5878,2024-03-01,2024-03-15,50.0
12816,5879,2024-03-01,2024-03-15,10.0
12817,5881,2024-03-01,2024-03-15,50.0
12818,5882,2024-03-01,2024-03-15,10.0
12819,5883,2024-03-01,2024-03-15,50.0
12820,5884,2024-03-01,2024-03-15,10.0
12821,5885,2024-03-01,2024-03-15,10.0
12822,5886,2024-03-01,2024-03-15,10.0
12823,5887,2024-03-01,2024-03-15,50.0
12824,5888,2024-03-01,2024-03-15,10.0
12825,5889,2024-03-01,2024-03-15,200.0
12826,5890,2024-03-01,2024-03-15,50.0
12827,5891,2024-03-01,2024-03-15,200.0
12828,5892,2024-03-01,2024-03-15,200.0
12829,5893,2024-03-01,2024-03-15,200.0
12830,5894,2024-03-01,2024-03-15,50.0
12831,5895,2024-03-01,2024-03-15,10.0
12832,5896,2024-03-01,2024-03-15,200.0
12833,5897,2024-03-01,2024-03-15,10.0
12834,5898,2024-03-01,2024-03-15,50.0
12835,5899,2024-03-01,2024-03-15,200.0
12836,5900,2024-03-01,2024-03-15,50.0
12837,5901,2024-03-01,2024-03-15,200.0
12838,5902,2024-03-01,2024-03-15,10.0
12839,5903,2024-03-01,2024-03-15,50.0
12840,5904,2024-03-01,2024-03-15,50.0
12841,5905,2024-03-01,2024-03-15,50.0
12842,5906,2024-03-01,2024-03-15,10.0
12843,5907,2024-03-01,2024-03-15,200.0
12844,5908,2024-03-01,2024-03-15,10.0
12845,5909,2024-03-01,2024-03-15,200.0
12846,5910,2024-03-01,2024-03-15,10.0
12847,5911,2024-03-01,2024-03-15,50.0
12848,5912,2024-03-01,2024-03-15,10.0
12849,5913,2024-03-01,2024-03-15,50.0
12850,5914,2024-03-01,2024-03-15,10.0
12851,5915,2024-03-01,2024-03-15,50.0
12852,5916,2024-03-01,2024-03-15,200.0
12853,5917,2024-03-01,2024-03-15,50.0
12854,5918,2024-03-01,2024-03-15,50.0
12855,5919,2024-03-01,2024-03-15,50.0
12856,5920,2024-03-01,2024-03-15,50.0
12857,5921,2024-03-01,2024-03-15,10.0
12858,5922,2024-03-01,2024-03-15,200.0
12859,5924,2024-03-01,2024-03-15,200.0
12860,5925,2024-03-01,2024-03-15,10.0
12861,5926,2024-03-01,2024-03-15,200.0
12862,5927,2024-03-01,2024-03-15,200.0
12863,5928,2024-03-01,2024-03-15,200.0
12864,5929,2024-03-01,2024-03-15,50.0
12865,5930,2024-03-01,2024-03-15,200.0
12866,5931,2024-03-01,2024-03-15,10.0
12867,5932,2024-03-01,2024-03-15,50.0
12868,5933,2024-03-01,2024-03-15,50.0
12869,5934,2024-03-01,2024-03-15,200.0
12870,5935,2024-03-01,2024-03-15,200.0
12871,5936,2024-03-01,2024-03-15,50.0
12872,5937,2024-03-01,2024-03-15,10.0
12873,5938,2024-03-01,2024-03-15,50.0
12874,5939,2024-03-01,2024-03-15,50.0
12875,5940,2024-03-01,2024-03-15,200.0
12876,5941,2024-03-01,2024-03-15,10.0
12877,5942,2024-03-01,2024-03-15,10.0
12878,5943,2024-03-01,2024-03-15,50.0
12879,5944,2024-03-01,2024-03-15,200.0
12880,5945,2024-03-01,2024-03-15,200.0
12881,5946,2024-03-01,2024-03-15,200.0
12882,5947,2024-03-01,2024-03-15,200.0
12883,5948,2024-03-01,2024-03-15,10.0
12884,5949,2024-03-01,2024-03-15,10.0
12885,5950,2024-03-01,2024-03-15,50.0
12886,5951,2024-03-01,2024-03-15,50.0
12887,5952,2024-03-01,2024-03-15,10.0
12888,5953,2024-03-01,2024-03-15,50.0
12889,5954,2024-03-01,2024-03-15,200.0
12890,5955,2024-03-01,2024-03-15,50.0
12891,5956,2024-03-01,2024-03-15,200.0
12892,5957,2024-03-01,2024-03-15,50.0
12893,5958,2024-03-01,2024-03-15,50.0
12894,5959,2024-03-01,2024-03-15,200.0
12895,5960,2024-03-01,2024-03-15,10.0
12896,5962,2024-03-01,2024-03-15,10.0
12897,5963,2024-03-01,2024-03-15,200.0
12898,5964,2024-03-01,2024-03-15,200.0
12899,5965,2024-03-01,2024-03-15,200.0
12900,5966,2024-03-01,2024-03-15,10.0
12901,5967,2024-03-01,2024-03-15,200.0
12902,5968,2024-03-01,2024-03-15,200.0
12903,5969,2024-03-01,2024-03-15,200.0
12904,5970,2024-03-01,2024-03-15,10.0
12905,5971,2024-03-01,2024-03-15,50.0
12906,5972,2024-03-01,2024-03-15,200.0
12907,5973,2024-03-01,2024-03-15,10.0
12908,5974,2024-03-01,2024-03-15,200.0
12909,5975,2024-03-01,2024-03-15,50.0
12910,5976,2024-03-01,2024-03-15,10.0
12911,5977,2024-03-01,2024-03-15,50.0
12912,5978,2024-03-01,2024-03-15,200.0
12913,5979,2024-03-01,2024-03-15,200.0
12914,5980,2024-03-01,2024-03-15,200.0
12915,5981,2024-03-01,2024-03-15,10.0
12916,5982,2024-03-01,2024-03-15,10.0
12917,5983,2024-03-01,2024-03-15,50.0
12918,5984,2024-03-01,2024-03-15,200.0
12919,5985,2024-03-01,2024-03-15,200.0
12920,5986,2024-03-01,2024-03-15,200.0
12921,5987,2024-03-01,2024-03-15,10.0
12922,5988,2024-03-01,2024-03-15,200.0
12923,5989,2024-03-01,2024-03-15,10.0
12924,5990,2024-03-01,2024-03-15,200.0
12925,5991,2024-03-01,2024-03-15,10.0
12926,5992,2024-03-01,2024-03-15,10.0
12927,5993,2024-03-01,2024-03-15,50.0
12928,5994,2024-03-01,2024-03-15,10.0
12929,5995,2024-03-01,2024-03-15,10.0
12930,5996,2024-03-01,2024-03-15,10.0
12931,5997,2024-03-01,2024-03-15,10.0
12932,5998,2024-03-01,2024-03-15,10.0
12933,5999,2024-03-01,2024-03-15,50.0
12934,6000,2024-03-01,2024-03-15,50.0
12935,5001,2024-04-01,2024-04-15,10.0
12936,5002,2024-04-01,2024-04-15,10.0
12937,5003,2024-04-01,2024-04-15,200.0
12938,5004,2024-04-01,2024-04-15,10.0
12939,5005,2024-04-01,2024-04-15,50.0
12940,5006,2024-04-01,2024-04-15,10.0
12941,5007,2024-04-01,2024-04-15,200.0
12942,5008,2024-04-01,2024-04-15,50.0
12943,5009,2024-04-01,2024-04-15,200.0
12944,5010,2024-04-01,2024-04-15,50.0
12945,5011,2024-04-01,2024-04-15,10.0
12946,5013,2024-04-01,2024-04-15,10.0
12947,5014,2024-04-01,2024-04-15,10.0
12948,5015,2024-04-01,2024-04-15,10.0
12949,5016,2024-04-01,2024-04-15,10.0
12950,5017,2024-04-01,2024-04-15,50.0
12951,5018,2024-04-01,2024-04-15,50.0
12952,5019,2024-04-01,2024-04-15,200.0
12953,5020,2024-04-01,2024-04-15,50.0
12954,5022,2024-04-01,2024-04-15,10.0
12955,5023,2024-04-01,2024-04-15,200.0
12956,5024,2024-04-01,2024-04-15,50.0
12957,5025,2024-04-01,2024-04-15,200.0
12958,5026,2024-04-01,2024-04-15,50.0
12959,5027,2024-04-01,2024-04-15,50.0
12960,5028,2024-04-01,2024-04-15,200.0
12961,5029,2024-04-01,2024-04-15,10.0
12962,5030,2024-04-01,2024-04-15,200.0
12963,5031,2024-04-01,2024-04-15,10.0
12964,5032,2024-04-01,2024-04-15,50.0
12965,5033,2024-04-01,2024-04-15,50.0
12966,5034,2024-04-01,2024-04-15,50.0
12967,5035,2024-04-01,2024-04-15,200.0
12968,5036,2024-04-01,2024-04-15,200.0
12969,5037,2024-04-01,2024-04-15,10.0
12970,5038,2024-04-01,2024-04-15,200.0
12971,5039,2024-04-01,2024-04-15,10.0
12972,5040,2024-04-01,2024-04-15,10.0
12973,5041,2024-04-01,2024-04-15,50.0
12974,5043,2024-04-01,2024-04-15,50.0
12975,5044,2024-04-01,2024-04-15,50.0
12976,5046,2024-04-01,2024-04-15,200.0
12977,5048,2024-04-01,2024-04-15,10.0
12978,5049,2024-04-01,2024-04-15,200.0
12979,5050,2024-04-01,2024-04-15,50.0
12980,5051,2024-04-01,2024-04-15,50.0
12981,5052,2024-04-01,2024-04-15,200.0
12982,5053,2024-04-01,2024-04-15,200.0
12983,5054,2024-04-01,2024-04-15,10.0
12984,5055,2024-04-01,2024-04-15,200.0
12985,5056,2024-04-01,2024-04-15,200.0
12986,5057,2024-04-01,2024-04-15,200.0
12987,5058,2024-04-01,2024-04-15,50.0
12988,5060,2024-04-01,2024-04-15,50.0
12989,5061,2024-04-01,2024-04-15,50.0
12990,5062,2024-04-01,2024-04-15,50.0
12991,5063,2024-04-01,2024-04-15,10.0
12992,5064,2024-04-01,2024-04-15,10.0
12993,5065,2024-04-01,2024-04-15,50.0
12994,5066,2024-04-01,2024-04-15,10.0
12995,5067,2024-04-01,2024-04-15,50.0
12996,5068,2024-04-01,2024-04-15,200.0
12997,5069,2024-04-01,2024-04-15,200.0
12998,5070,2024-04-01,2024-04-15,200.0
12999,5071,2024-04-01,2024-04-15,200.0
13000,5072,2024-04-01,2024-04-15,200.0
13001,5073,2024-04-01,2024-04-15,200.0
13002,5074,2024-04-01,2024-04-15,10.0
13003,5075,2024-04-01,2024-04-15,200.0
13004,5076,2024-04-01,2024-04-15,200.0
13005,5077,2024-04-01,2024-04-15,10.0
13006,5078,2024-04-01,2024-04-15,50.0
13007,5079,2024-04-01,2024-04-15,10.0
13008,5080,2024-04-01,2024-04-15,200.0
13009,5081,2024-04-01,2024-04-15,50.0
13010,5082,2024-04-01,2024-04-15,10.0
13011,5083,2024-04-01,2024-04-15,50.0
13012,5084,2024-04-01,2024-04-15,50.0
13013,5085,2024-04-01,2024-04-15,10.0
13014,5086,2024-04-01,2024-04-15,10.0
13015,5087,2024-04-01,2024-04-15,50.0
13016,5088,2024-04-01,2024-04-15,50.0
13017,5089,2024-04-01,2024-04-15,10.0
13018,5090,2024-04-01,2024-04-15,50.0
13019,5091,2024-04-01,2024-04-15,10.0
13020,5092,2024-04-01,2024-04-15,10.0
13021,5093,2024-04-01,2024-04-15,50.0
13022,5094,2024-04-01,2024-04-15,10.0
13023,5095,2024-04-01,2024-04-15,50.0
13024,5096,2024-04-01,2024-04-15,50.0
13025,5097,2024-04-01,2024-04-15,200.0
13026,5098,2024-04-01,2024-04-15,200.0
13027,5099,2024-04-01,2024-04-15,200.0
13028,5100,2024-04-01,2024-04-15,10.0
13029,5101,2024-04-01,2024-04-15,200.0
13030,5102,2024-04-01,2024-04-15,200.0
13031,5103,2024-04-01,2024-04-15,200.0
13032,5104,2024-04-01,2024-04-15,200.0
13033,5105,2024-04-01,2024-04-15,50.0
13034,5106,2024-04-01,2024-04-15,10.0
13035,5107,2024-04-01,2024-04-15,10.0
13036,5108,2024-04-01,2024-04-15,50.0
13037,5109,2024-04-01,2024-04-15,50.0
13038,5110,2024-04-01,2024-04-15,10.0
13039,5111,2024-04-01,2024-04-15,200.0
13040,5112,2024-04-01,2024-04-15,200.0
13041,5113,2024-04-01,2024-04-15,10.0
13042,5114,2024-04-01,2024-04-15,10.0
13043,5115,2024-04-01,2024-04-15,200.0
13044,5116,2024-04-01,2024-04-15,200.0
13045,5117,2024-04-01,2024-04-15,50.0
13046,5118,2024-04-01,2024-04-15,200.0
13047,5119,2024-04-01,2024-04-15,50.0
13048,5120,2024-04-01,2024-04-15,50.0
13049,5121,2024-04-01,2024-04-15,200.0
13050,5122,2024-04-01,2024-04-15,10.0
13051,5123,2024-04-01,2024-04-15,200.0
13052,5125,2024-04-01,2024-04-15,50.0
13053,5126,2024-04-01,2024-04-15,10.0
13054,5127,2024-04-01,2024-04-15,50.0
13055,5128,2024-04-01,2024-04-15,200.0
13056,5129,2024-04-01,2024-04-15,10.0
13057,5130,2024-04-01,2024-04-15,50.0
13058,5131,2024-04-01,2024-04-15,50.0
13059,5132,2024-04-01,2024-04-15,50.0
13060,5133,2024-04-01,2024-04-15,200.0
13061,5134,2024-04-01,2024-04-15,200.0
13062,5135,2024-04-01,2024-04-15,200.0
13063,5136,2024-04-01,2024-04-15,10.0
13064,5137,2024-04-01,2024-04-15,10.0
13065,5138,2024-04-01,2024-04-15,200.0
13066,5139,2024-04-01,2024-04-15,50.0
13067,5140,2024-04-01,2024-04-15,10.0
13068,5141,2024-04-01,2024-04-15,50.0
13069,5142,2024-04-01,2024-04-15,10.0
13070,5143,2024-04-01,2024-04-15,10.0
13071,5144,2024-04-01,2024-04-15,200.0
13072,5145,2024-04-01,2024-04-15,10.0
13073,5146,2024-04-01,2024-04-15,200.0
13074,5147,2024-04-01,2024-04-15,200.0
13075,5148,2024-04-01,2024-04-15,50.0
13076,5149,2024-04-01,2024-04-15,50.0
13077,5150,2024-04-01,2024-04-15,10.0
13078,5151,2024-04-01,2024-04-15,50.0
13079,5152,2024-04-01,2024-04-15,50.0
13080,5153,2024-04-01,2024-04-15,200.0
13081,5154,2024-04-01,2024-04-15,200.0
13082,5155,2024-04-01,2024-04-15,10.0
13083,5156,2024-04-01,2024-04-15,50.0
13084,5157,2024-04-01,2024-04-15,200.0
13085,5158,2024-04-01,2024-04-15,50.0
13086,5159,2024-04-01,2024-04-15,50.0
13087,5160,2024-04-01,2024-04-15,10.0
13088,5161,2024-04-01,2024-04-15,200.0
13089,5162,2024-04-01,2024-04-15,10.0
13090,5163,2024-04-01,2024-04-15,10.0
13091,5164,2024-04-01,2024-04-15,50.0
13092,5165,2024-04-01,2024-04-15,10.0
13093,5166,2024-04-01,2024-04-15,50.0
13094,5168,2024-04-01,2024-04-15,50.0
13095,5169,2024-04-01,2024-04-15,50.0
13096,5170,2024-04-01,2024-04-15,50.0
13097,5171,2024-04-01,2024-04-15,50.0
13098,5172,2024-04-01,2024-04-15,50.0
13099,5173,2024-04-01,2024-04-15,10.0
13100,5174,2024-04-01,2024-04-15,10.0
13101,5175,2024-04-01,2024-04-15,50.0
13102,5176,2024-04-01,2024-04-15,50.0
13103,5177,2024-04-01,2024-04-15,50.0
13104,5178,2024-04-01,2024-04-15,10.0
13105,5179,2024-04-01,2024-04-15,50.0
13106,5180,2024-04-01,2024-04-15,10.0
13107,5181,2024-04-01,2024-04-15,10.0
13108,5182,2024-04-01,2024-04-15,10.0
13109,5183,2024-04-01,2024-04-15,50.0
13110,5184,2024-04-01,2024-04-15,10.0
13111,5185,2024-04-01,2024-04-15,10.0
13112,5186,2024-04-01,2024-04-15,50.0
13113,5187,2024-04-01,2024-04-15,50.0
13114,5188,2024-04-01,2024-04-15,10.0
13115,5189,2024-04-01,2024-04-15,10.0
13116,5190,2024-04-01,2024-04-15,200.0
13117,5191,2024-04-01,2024-04-15,200.0
13118,5192,2024-04-01,2024-04-15,200.0
13119,5193,2024-04-01,2024-04-15,50.0
13120,5194,2024-04-01,2024-04-15,50.0
13121,5195,2024-04-01,2024-04-15,200.0
13122,5196,2024-04-01,2024-04-15,50.0
13123,5197,2024-04-01,2024-04-15,10.0
13124,5198,2024-04-01,2024-04-15,10.0
13125,5199,2024-04-01,2024-04-15,50.0
13126,5200,2024-04-01,2024-04-15,200.0
13127,5201,2024-04-01,2024-04-15,200.0
13128,5203,2024-04-01,2024-04-15,10.0
13129,5204,2024-04-01,2024-04-15,200.0
13130,5205,2024-04-01,2024-04-15,50.0
13131,5206,2024-04-01,2024-04-15,200.0
13132,5207,2024-04-01,2024-04-15,10.0
13133,5208,2024-04-01,2024-04-15,10.0
13134,5209,2024-04-01,2024-04-15,200.0
13135,5210,2024-04-01,2024-04-15,10.0
13136,5211,2024-04-01,2024-04-15,200.0
13137,5212,2024-04-01,2024-04-15,10.0
13138,5213,2024-04-01,2024-04-15,50.0
13139,5214,2024-04-01,2024-04-15,10.0
13140,5215,2024-04-01,2024-04-15,200.0
13141,5217,2024-04-01,2024-04-15,50.0
13142,5218,2024-04-01,2024-04-15,10.0
13143,5219,2024-04-01,2024-04-15,200.0
13144,5220,2024-04-01,2024-04-15,50.0
13145,5221,2024-04-01,2024-04-15,50.0
13146,5222,2024-04-01,2024-04-15,200.0
13147,5223,2024-04-01,2024-04-15,10.0
13148,5224,2024-04-01,2024-04-15,10.0
13149,5225,2024-04-01,2024-04-15,50.0
13150,5226,2024-04-01,2024-04-15,50.0
13151,5227,2024-04-01,2024-04-15,10.0
13152,5228,2024-04-01,2024-04-15,200.0
13153,5230,2024-04-01,2024-04-15,10.0
13154,5231,2024-04-01,2024-04-15,200.0
13155,5232,2024-04-01,2024-04-15,10.0
13156,5233,2024-04-01,2024-04-15,10.0
13157,5234,2024-04-01,2024-04-15,50.0
13158,5236,2024-04-01,2024-04-15,10.0
13159,5237,2024-04-01,2024-04-15,10.0
13160,5238,2024-04-01,2024-04-15,200.0
13161,5239,2024-04-01,2024-04-15,50.0
13162,5240,2024-04-01,2024-04-15,200.0
13163,5241,2024-04-01,2024-04-15,10.0
13164,5243,2024-04-01,2024-04-15,200.0
13165,5244,2024-04-01,2024-04-15,200.0
13166,5245,2024-04-01,2024-04-15,10.0
13167,5246,2024-04-01,2024-04-15,50.0
13168,5248,2024-04-01,2024-04-15,50.0
13169,5249,2024-04-01,2024-04-15,200.0
13170,5250,2024-04-01,2024-04-15,10.0
13171,5251,2024-04-01,2024-04-15,200.0
13172,5252,2024-04-01,2024-04-15,10.0
13173,5253,2024-04-01,2024-04-15,10.0
13174,5254,2024-04-01,2024-04-15,200.0
13175,5255,2024-04-01,2024-04-15,10.0
13176,5256,2024-04-01,2024-04-15,50.0
13177,5257,2024-04-01,2024-04-15,10.0
13178,5258,2024-04-01,2024-04-15,50.0
13179,5259,2024-04-01,2024-04-15,200.0
13180,5260,2024-04-01,2024-04-15,50.0
13181,5261,2024-04-01,2024-04-15,10.0
13182,5262,2024-04-01,2024-04-15,50.0
13183,5263,2024-04-01,2024-04-15,200.0
13184,5264,2024-04-01,2024-04-15,200.0
13185,5265,2024-04-01,2024-04-15,200.0
13186,5266,2024-04-01,2024-04-15,10.0
13187,5267,2024-04-01,2024-04-15,10.0
13188,5268,2024-04-01,2024-04-15,10.0
13189,5269,2024-04-01,2024-04-15,200.0
13190,5270,2024-04-01,2024-04-15,10.0
13191,5271,2024-04-01,2024-04-15,200.0
13192,5272,2024-04-01,2024-04-15,50.0
13193,5273,2024-04-01,2024-04-15,50.0
13194,5275,2024-04-01,2024-04-15,200.0
13195,5276,2024-04-01,2024-04-15,10.0
13196,5277,2024-04-01,2024-04-15,200.0
13197,5278,2024-04-01,2024-04-15,50.0
13198,5279,2024-04-01,2024-04-15,50.0
13199,5280,2024-04-01,2024-04-15,200.0
13200,5281,2024-04-01,2024-04-15,50.0
13201,5282,2024-04-01,2024-04-15,50.0
13202,5283,2024-04-01,2024-04-15,10.0
13203,5284,2024-04-01,2024-04-15,50.0
13204,5285,2024-04-01,2024-04-15,50.0
13205,5286,2024-04-01,2024-04-15,10.0
13206,5287,2024-04-01,2024-04-15,10.0
13207,5289,2024-04-01,2024-04-15,200.0
13208,5290,2024-04-01,2024-04-15,10.0
13209,5292,2024-04-01,2024-04-15,200.0
13210,5293,2024-04-01,2024-04-15,50.0
13211,5294,2024-04-01,2024-04-15,50.0
13212,5295,2024-04-01,2024-04-15,10.0
13213,5296,2024-04-01,2024-04-15,10.0
13214,5297,2024-04-01,2024-04-15,10.0
13215,5298,2024-04-01,2024-04-15,10.0
13216,5299,2024-04-01,2024-04-15,10.0
13217,5300,2024-04-01,2024-04-15,200.0
13218,5301,2024-04-01,2024-04-15,10.0
13219,5302,2024-04-01,2024-04-15,200.0
13220,5303,2024-04-01,2024-04-15,10.0
13221,5305,2024-04-01,2024-04-15,200.0
13222,5306,2024-04-01,2024-04-15,10.0
13223,5307,2024-04-01,2024-04-15,200.0
13224,5308,2024-04-01,2024-04-15,50.0
13225,5309,2024-04-01,2024-04-15,50.0
13226,5310,2024-04-01,2024-04-15,10.0
13227,5311,2024-04-01,2024-04-15,200.0
13228,5312,2024-04-01,2024-04-15,200.0
13229,5313,2024-04-01,2024-04-15,10.0
13230,5314,2024-04-01,2024-04-15,50.0
13231,5315,2024-04-01,2024-04-15,50.0
13232,5316,2024-04-01,2024-04-15,10.0
13233,5317,2024-04-01,2024-04-15,200.0
13234,5318,2024-04-01,2024-04-15,10.0
13235,5319,2024-04-01,2024-04-15,50.0
13236,5320,2024-04-01,2024-04-15,50.0
13237,5321,2024-04-01,2024-04-15,50.0
13238,5322,2024-04-01,2024-04-15,50.0
13239,5323,2024-04-01,2024-04-15,50.0
13240,5324,2024-04-01,2024-04-15,200.0
13241,5325,2024-04-01,2024-04-15,50.0
13242,5326,2024-04-01,2024-04-15,200.0
13243,5327,2024-04-01,2024-04-15,200.0
13244,5328,2024-04-01,2024-04-15,50.0
13245,5329,2024-04-01,2024-04-15,200.0
13246,5330,2024-04-01,2024-04-15,50.0
13247,5331,2024-04-01,2024-04-15,50.0
13248,5332,2024-04-01,2024-04-15,200.0
13249,5333,2024-04-01,2024-04-15,50.0
13250,5334,2024-04-01,2024-04-15,200.0
13251,5335,2024-04-01,2024-04-15,50.0
13252,5337,2024-04-01,2024-04-15,10.0
13253,5338,2024-04-01,2024-04-15,200.0
